,title,url
0,Adobe Reader GetIcon BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=50231
1,Alt-N WebAdmin USER Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=21668
2,AOL IM External App Request BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=20555
3,AOL IM Game Request BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=20554
4,Atack: Ruby On Rails CVE-2016-0752,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29804
5,Attack : FRITZ!Box Security Bypass,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27399
6,Attack OpenOffice OLE Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26633
7,Attack: 10-Strike LANState Local Buffer Overflow Exploit,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31791
8,Attack: 3Com OfficeConnect Remote Code Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31130
9,Attack: 7T IGSS Server CVE-2011-1565,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24143
10,Attack: 7T IGSS Server Directory Traversal CVE-2011-1565,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25976
11,Attack: A-PDF WAV to MP3 Converter BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26512
12,"Attack: AASync ""LIST"" Command Buffer Overflow",https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26869
13,"Attack: ABB MicroSCADA ""wserver.exe"" RCE",https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27213
14,"Attack: ABB MicroSCADA ""wserver.exe"" Remote Code Execution Vulnerability",https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27173
15,Attack: ABBS Audio Media Player LST File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26889
16,Attack: ABD Broadband Gateways/Routers Authorization Bypass,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30956
17,Attack: AbsoluteFTP LIST Command BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26219
18,Attack: Accutech Manager CVE-2013-0658,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26789
19,Attack: ACDSee Fotoslate PLP File CVE-2011-2595,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24645
20,Attack: ACDSee Malicious XMB File,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24646
21,Attack: ActFax Server Import Users from File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25970
22,Attack: activeCollab Chat Module Arbitrary PHP Code Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26013
23,Attack: ADB Malicious APK File Upload,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30755
24,Attack: Address Space Layout Randomization - Invalid Memory Access,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=61004
25,Attack: Adning Advertising Unauthorized File Delete,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32408
26,Attack: Adning Advertising Unauthorized File Upload,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32407
27,Attack: Adobe 3D Objects,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24405
28,Attack: Adobe Acrobat Reader CVE-2013-0460,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26521
29,Attack: Adobe Embedded SWF CVE-2011-0611,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24212
30,Attack: Adobe Illustrator CVE-2009-4195,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=23860
31,Attack: Adobe InDesign Server Arbitrary Script Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26259
32,Attack: Adobe Photoshop Collada CVE-2012-2052,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25816
33,Attack: Adobe Reader Information Disclosure CVE-2020-9697,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32503
34,Attack: Adobe Shockwave rcsL Memory Corruption CVE-2010-3653,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24011
35,Attack: Adrenalin Player asx File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26914
36,Attack: Adrenalin Player wax File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26899
37,Attack: Advantech WebAccess CVE-2017-16720 Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31017
38,Attack: Advantech WebAccess Node certUpdate Directory Traversal RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31780
39,Attack: Advantech WebAccess Node certUpdate Directory Traversal RCE 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31781
40,Attack: Advantech WebAccess SCADA Webvrpcs ViewDll1 Buffer Overflow Exploit,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31779
41,Attack: Advantech WebAccess Webvrpcs RCE Exploit,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31778
42,Attack: Advantech WebAccess webvrpcs Service BwWebSvc ProjectName sprintf Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29218
43,Attack: Advantech WebAccess webvrpcs Service DrawSrv TagGroup Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29172
44,Attack: Aerospike Database RCE CVE-2020-13151,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32488
45,Attack: Agilent Feature Extraction CVE-2015-2092,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=28332
46,Attack: AIS Logistics ESEL-Server CVE-2019-10123,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31769
47,Attack: AjaXplorer Remote Command Injection,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26098
48,Attack: ALLMediaServer Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26086
49,Attack: ALLPlayer m3u File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27423
50,Attack: Aloaha PDF Suite CVE-2013-4978,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27128
51,Attack: AmmSoft ScriptFTP CVE-2011-3976,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26295
52,Attack: Android Metasploit Exploit Download,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=28335
53,Attack: Anviz Crosschex CVE-2019-12518,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32108
54,Attack: Apache ActiveMQ RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29617
55,Attack: Apache Jetspeed Arbitrary File Upload,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29242
56,Attack: Apache Jetspeed User Manager Service SQL Injection,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29241
57,Attack: Apache Mod Rewrite LDAP CVE-2006-3747,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24401
58,Attack: Apache OpenOffice Malicious Macro,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29966
59,Attack: Apache Spark Command Injection Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31218
60,Attack: Apache Struts CVE 2017 9805 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30278
61,Attack: Apache Struts CVE-2011-3923,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26950
62,Attack: Apache Struts CVE-2013-1966,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27041
63,Attack: Apache Struts CVE-2013-2251 Code Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26931
64,Attack: Apache Struts CVE-2013-2251 Code Execution 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26993
65,Attack: Apache Struts CVE-2013-2251 Code Execution 3,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27005
66,Attack: Apache Struts CVE-2016-3087 RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29435
67,Attack: Apache Struts CVE-2017-12611 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30284
68,Attack: Apache Struts CVE-2017-5638,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29972
69,Attack: Apache Struts Dynamic Method Invocation RCE 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29427
70,Attack: Apache Struts Dynamic Method Invocation RCE CVE-2016-3081,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29324
71,Attack: Apache Struts ExceptionDelegator CVE-2012-0391,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26147
72,Attack: Apache Struts ParameterInterceptor CVE-2010-1870,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26177
73,Attack: Apache Superset CVE-2018-8021 Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31292
74,Attack: Apache Syncope CVE-2018-1321 RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31103
75,Attack: Apple PICT file PnSize CVE-2011-0257,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24442
76,Attack: Apple QuickTime CVE-2012-0667,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26552
77,Attack: appRain CMF CVE-2012-1153,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26038
78,Attack: Artweaver CVE-2013-2576,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27091
79,Attack: Artweaver CVE-2013-3481,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26862
80,Attack: Asus B1M Projector RCE Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31289
81,Attack: ASUS Net4Switch CVE-2012-4924,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26273
82,Attack: Asuswrt Remote Command Execution CVE-2014-9583,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29797
83,Attack: Attempt to Disable Java Security Manager,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=61001
84,Attack: ATutor SQL Injection Attack,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29168
85,Attack: AudioCoder .m3u File Buffer Overflow Vulnerability,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26746
86,Attack: Audiotran CVE-2009-0476,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26300
87,Attack: Audiotran PLS File Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27386
88,Attack: Autodesk 3DStudio CVE-2009-3577,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26584
89,Attack: Autonomy KeyView CVE-2011-1213,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26581
90,Attack: Autosploit Payload Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30736
91,Attack: Auxilium RateMyPet Arbitrary File Upload,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25987
92,Attack: Auxilium RateMyPet Arbitrary File Upload 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26218
93,Attack: Avaya IP Office Customer Call Reporter CVE-2012-3811,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26181
94,Attack: Avaya Portable Device Manager 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26211
95,Attack: Aveva Indusoft Web Studio Remote Command Execution Exploit,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31793
96,Attack: AVideo Local File Inclusion,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32420
97,Attack: AVideo Unauthorized File Delete,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32419
98,Attack: Aviosoft DTV Player CVE-2011-4496,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26134
99,Attack: Axis Network Camera RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30954
100,Attack: Azeotech DAQFactory NETB Datagram CVE-2011-3492,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26204
101,Attack: Basilic diff.php RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26238
102,Attack: BBPress Plugin Unauthenticated Privilege Escalation,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32295
103,Attack: Belkin Router Remote Code Execution 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30936
104,Attack: Bhu Router Remote Code Execution Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31127
105,Attack: BigAnt IM Server USV Request Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26326
106,Attack: BladeVideo HDTV Player Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26254
107,Attack: BlazeDVD PLF FIle BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26623
108,Attack: BloodX CMS Authentication Bypass,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32586
109,Attack: BlueCoat Auth Agent,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24424
110,Attack: Bluwimps SMB Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30645
111,Attack: Borland Accurev Reprise License Server Activate_doit Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=20681
112,Attack: Borland Accurev Reprise License Server RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=28373
113,Attack: Borland CaliberRM CVE-2008-0311,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24398
114,Attack: Brickcom Camera Information Disclosure Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31285
115,Attack: Broadcom UPnP SetConnectionType Attack,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31159
116,Attack: BS.Player Playlist File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26213
117,Attack: CA Unified Infrastructure CVE-2020-8012,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32107
118,Attack: CCMPlayer Playlist File BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26220
119,Attack: CCTV WebCam CodeExecution Attack,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29860
120,Attack: Centreon Web Interface Remote Code Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29597
121,Attack: Cisco Adaptive Security Appliance Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29822
122,Attack: Cisco AnyConnect Secure Mobility CVE-2020-3153,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32292
123,Attack: CISCO ASA RCE CVE-2018-0101,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30627
124,Attack: Cisco Gateway Router Remote Code Execution Attack CVE-2017-11587,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30243
125,Attack: Cisco IOS Unauth Admin Access,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=20439
126,Attack: Cisco Routers CVE-2019-1652,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31553
127,Attack: Cisco Routers CVE-2019-1663 Activity,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31534
128,Attack: CISCO Smart Install RCE CVE-2018-0171,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30725
129,Attack: Cisco UCS OS Command Injection,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30976
130,Attack: Citrix Provisioning Services BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26203
131,Attack: Citrix Provisioning Services Streamprocess,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24402
132,Attack: Claymore Dual Miner RCE CVE-2018-1000049,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30791
133,Attack: CloudMe 1.11.2 Buffer Overflow,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=32207
134,Attack: CMS Made Simple File Upload RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31782
135,Attack: CMS Made Simple Showtime2 File Upload RCE,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31747
136,Attack: Commix Command Injection and Exploitation Tool,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29026
137,Attack: CommuniCrypt Mail AddAttachments,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=24374
138,Attack: Computer Associates ARCserve D2D Information Disclosure CVE-2011-3011,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26043
139,Attack: Computer Associates Message CVE-2005-2668,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26354
140,Attack: Config File Download Attempt,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31129
141,Attack: Constrained Application Protocol DDoS,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31373
142,Attack: Core Player M3U Playlist BO,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27089
143,Attack: CoreImpact Exploit Attempt,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=28500
144,Attack: Corel PDF Fusion CVE-2013-3248 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26924
145,Attack: CostEstimation WordPress Plugin Arbitrary File Deletion,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31364
146,Attack: Csound CVE-2012-0270,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26094
147,"Attack: Cursorarts Filewrangler ""LIST"" Command Buffer Overflow",https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26874
148,Attack: CuteFlow Arbitrary File Upload,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26375
149,Attack: CuteZip .zip File Buffer Overflow Vulnerability 2,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=26752
150,Attack: CVE-2016-6433 Post Authentication UserAdd Vulnerability,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29958
151,Attack: CVE-2016-6435 Local File Inclusion Vulnerability,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=29959
152,Attack: CyberLink LabelPrint File Project Processing Buffer Overflow Exploit,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31790
153,Attack: Cyclope Employee Surveillance Solution v6 SQL Injection,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25985
154,Attack: Cytel StatXact Studio CY3 File,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=25237
155,Attack: D-Link Central WifiManager CVE-2018-17440,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=31797
156,Attack: D-Link DIR-620 CVE-2018-6211,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30820
157,Attack: D-Link DSL 2750B Arbitrary Command Execution,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=30842
158,Attack: Dassault Systemes Catia CVE-2014-2072,https://www.broadcom.com/support/security-center/attacksignatures/detail?asid=27621
